%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=1, 2018/09/24 1:45:46.30)
1 15 1.029009e+00 3.274238e+02  4.526738455643132400e+02  9.321061688501829400e+02                       Inf                       Inf
2 29 9.949737e-01 3.274073e+02  4.526738455643132400e+02                       Inf                       Inf                       Inf
