%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=1, 2018/09/24 1:45:46.30)
1 15  9.321061688501829400e+02 0 0 7.908833e+00 2.013365e+00 7.493414e-01 6.130335e-01 1.784346e+00 7.988440e-01 5.162608e-01 4.465243e-01 8.145246e-01 1.247077e+00 1.255191e+00 8.825974e-01 1.826342e-01 -5.017814e-02 4.403510e-01 1.618513e-01 -2.299333e+00 3.442983e-01 1.104046e-01 9.888688e-01 4.911856e-01 9.502801e-01 8.697079e-01 5.381627e-01 1.624944e-01 1.204672e-01 7.980351e-01 4.712777e-01 1.320534e-01 3.962928e-01 3.992617e-01 4.601473e-02 5.972705e-01 1.927905e-01 4.419336e-01 3.465017e-02 3.496755e-02 5.642211e-02 7.848587e-02 
2 29                       Inf 0 0 7.892264e+00 2.020317e+00 7.476599e-01 6.789766e-01 2.133065e+00 8.009723e-01 5.629948e-01 4.559742e-01 6.623278e-01 1.341912e+00 1.545122e+00 8.790146e-01 1.855936e-01 -1.743469e-02 4.288484e-01 1.458097e-01 -2.249984e+00 3.456250e-01 1.413291e-01 1.021706e+00 4.131181e-01 9.583351e-01 8.820616e-01 5.575720e-01 3.814324e-01 1.376534e-01 1.458075e+00 3.236301e-01 1.749461e-01 3.617270e-01 3.711665e-01 -3.285256e-02 4.403788e-03 1.262762e-01 4.810742e-01 1.730361e-02 5.420613e-02 8.458737e-03 2.240642e-02 
